lead_id,date_generated,run_id,zipcode,property_type,source_site,property_name_or_address,source_url,price,size,notes,rooms_selected,pdf_path,asset_folder,status
30126-real-estate-30126-homes-for-sale-zillow,2026-09-23T03:21:42.988936+00:00,05a6685c7c8d,30126,houses,Zillow,30126 Real Estate - 30126 Homes For Sale | Zillow,https://www.zillow.com/smyrna-ga-30126,"$1,750,000",7617,Residential lead,Kitchen; Exterior driveway,/Users/jmbanda/Documents/GitHub/chocoleads_ai_app/runs/05a6685c7c8d/chocoleads_houses_30126_05a6685c7c8d.pdf,/Users/jmbanda/Documents/GitHub/chocoleads_ai_app/data/assets/05a6685c7c8d/30126-real-estate-30126-homes-for-sale-zillow,rendered
